"Activity Date","Distance in Miles","Activity Type",Comment
2021-07-30,0,Run,
2021-07-31,0.15,Walk,
2021-08-14,1.25,Walk,"One post dinner neighborhood loop"
2021-08-15,2.5,Walk,"Two neighborhood loops"
2021-08-15,2,Walk,"Very fatigued. Worth trying to go out again, though. Now I know where I stand. :-)"
2021-08-16,0.5,Walk,"Very fatigued. Will try for a couple more miles later today."
2021-08-16,3.75,Walk,"Three lovely neighborhood loops. Time for Epsom salt bath!"
2021-08-17,0.3,Walk,
2021-08-17,0.3,Walk,"Up and down the block."
2021-08-22,0.1,Walk,
2021-08-25,0.3,Walk,
2021-08-26,0.3,Walk,
2021-08-26,0.3,Walk,
2021-08-27,0.3,Walk,"To end of block and back. Ankle sore but okay. Will try for another mile later today."
2021-08-27,1.01,Walk,"Slow but sure.

🖤"
2021-08-28,1,Walk,
